jma_code,name,name_kana,pref,lat,lon,elevation,type,obs_start,matched_sources,amedastable_code,obsdl_stid,kansoku_bitmask
s47401,稚内,ワッカナイ,宗谷,45.415,141.678333,3,A,,amedastable+obsdl,11016,s47401,111111
a0002,沓形,クツガタ,宗谷,45.178333,141.138333,14,C,,amedastable+obsdl,11151,a0002,111201
a0003,浜頓別,ハマトンベツ,宗谷,45.125,142.35,18,C,,amedastable+obsdl,11206,a0003,111201
s47402,北見枝幸,キタミエサシ,宗谷,44.94,142.585,7,B,,amedastable+obsdl,11291,s47402,111111
a0005,歌登,ウタノボリ,宗谷,44.841667,142.48,14,C,,amedastable+obsdl,11316,a0005,111211
a1051,中頓別,ナカトンベツ,宗谷,44.965,142.28,25,C,,amedastable+obsdl,11276,a1051,111211
a1054,豊富,トヨトミ,宗谷,45.101667,141.78,14,C,,amedastable+obsdl,11176,a1054,111211
a1203,沼川,ヌマカワ,宗谷,45.248333,141.851667,23,C,,amedastable+obsdl,11121,a1203,111211
a1207,船泊,,宗谷,,,,,,obsdl_only,,a1207,111100
a1284,宗谷岬,ソウヤミサキ,宗谷,45.52,141.935,26,C,,amedastable+obsdl,11001,a1284,111201
a1285,浜鬼志別,ハマオニシベツ,宗谷,45.335,142.17,13,C,,amedastable+obsdl,11076,a1285,111211
a1512,本泊,モトドマリ：利尻空港,宗谷,45.241667,141.186667,30,C,,amedastable+obsdl,11091,a1512,111000
a1528,声問,コエトイ：稚内空港,宗谷,45.403333,141.801667,8,C,,amedastable+obsdl,11061,a1528,111010
a1546,礼文,レブン,宗谷,45.305,141.045,65,C,,amedastable+obsdl,11046,a1546,111201
a1593,幌泊,,宗谷,,,,,,obsdl_only,,a1593,111000
a1573,幌延,ホロノベ,宗谷,45.006667,141.851667,5,C,,amedastable+obsdl,13011,a1573,100000
a1656,礼文上泊埼,,宗谷,,,,,,obsdl_only,,a1656,100000
a0006,美深,ビフカ,上川,44.48,142.341667,77,C,,amedastable+obsdl,12141,a0006,111211
a0007,ピヤシリ山,,上川,,,,,,obsdl_only,,a0007,100000
a0008,名寄,ナヨロ,上川,44.37,142.456667,89,C,,amedastable+obsdl,12181,a0008,111211
a0009,西風連,ニシフウレン,上川,44.295,142.358333,128,C,,amedastable+obsdl,12217,a0009,100000
a0010,下川,シモカワ,上川,44.295,142.636667,143,C,,amedastable+obsdl,12231,a0010,111211
a0011,士別,シベツ,上川,44.186667,142.416667,135,C,,amedastable+obsdl,12261,a0011,111201
a0012,犬牛別峠,,上川,,,,,,obsdl_only,,a0012,100000
a0013,雄鷹峰,,上川,,,,,,obsdl_only,,a0013,100000
a0014,蓬莱山,,上川,,,,,,obsdl_only,,a0014,100000
a0015,上川,カミカワ,上川,43.846667,142.753333,324,C,,amedastable+obsdl,12411,a0015,111211
s47407,旭川,アサヒカワ,上川,43.756667,142.371667,120,A,,amedastable+obsdl,12442,s47407,111111
a0017,瑞穂,ミズホ,上川,43.736667,142.638333,289,C,,amedastable+obsdl,12457,a0017,100000
a0018,終沢,,上川,,,,,,obsdl_only,,a0018,100000
a0019,旭岳,,上川,,,,,,obsdl_only,,a0019,100000
a0020,白金,シロガネ,上川,43.475,142.65,658,C,,amedastable+obsdl,12607,a0020,100000
a0021,富良野,フラノ,上川,43.333333,142.4,174,C,,amedastable+obsdl,12626,a0021,111211
a0022,前富良野岳,,上川,,,,,,obsdl_only,,a0022,100000
a0023,前時雨山,,上川,,,,,,obsdl_only,,a0023,100000
a1047,朝日,アサヒ,上川,44.118333,142.595,225,C,,amedastable+obsdl,12266,a1047,111201
a1048,比布,ピップ,上川,43.87,142.47,164,C,,amedastable+obsdl,12396,a1048,111201
a1049,層雲峡,ソウウンキョウ,上川,43.753333,142.93,540,C,,amedastable+obsdl,12471,a1049,100010
a1052,美瑛,ビエイ,上川,43.588333,142.493333,250,C,,amedastable+obsdl,12551,a1052,111211
a1055,和寒,ワッサム,上川,44.028333,142.41,150,C,,amedastable+obsdl,12301,a1055,111211
a1184,東川,ヒガシカワ,上川,43.701667,142.508333,215,C,,amedastable+obsdl,12451,a1184,111201
a1185,志比内,シビナイ,上川,43.643333,142.581667,310,C,,amedastable+obsdl,12512,a1185,111201
a1188,幾寅,イクトラ,上川,43.168333,142.568333,350,C,,amedastable+obsdl,12691,a1188,111211
a1189,占冠,シムカップ,上川,42.978333,142.395,332,C,,amedastable+obsdl,12746,a1189,111211
a1190,上富良野,カミフラノ,上川,43.455,142.465,220,C,,amedastable+obsdl,12596,a1190,111201
a1191,江丹別,エタンベツ,上川,43.87,142.26,140,C,,amedastable+obsdl,12386,a1191,111201
a1197,音威子府,オトイネップ,上川,44.726667,142.265,40,C,,amedastable+obsdl,12041,a1197,111211
a1201,中川,ナカガワ,上川,44.828333,142.076667,22,C,,amedastable+obsdl,12011,a1201,111201
a1280,麓郷,ロクゴウ,上川,43.301667,142.521667,315,C,,amedastable+obsdl,12632,a1280,111201
a1458,東神楽,ヒガシカグラ：旭川空港,上川,43.67,142.446667,211,C,,amedastable+obsdl,12501,a1458,111010
a1570,小車,オグルマ,上川,44.608333,142.295,60,C,,amedastable+obsdl,12066,a1570,100000
a1572,剣淵,ケンブチ,上川,44.106667,142.353333,138,C,,amedastable+obsdl,12256,a1572,100000
a1574,金山,カナヤマ,上川,43.138333,142.416667,284,C,,amedastable+obsdl,12686,a1574,100000
a1053,幌加内,ホロカナイ,上川,44.01,142.16,159,C,,amedastable+obsdl,15076,a1053,111211
a1279,朱鞠内,シュマリナイ,上川,44.281667,142.161667,255,C,,amedastable+obsdl,15041,a1279,111211
a0024,天塩,テシオ,留萌,44.893333,141.761667,9,C,,amedastable+obsdl,13061,a0024,111211
a0025,遠別,エンベツ,留萌,44.718333,141.806667,7,C,,amedastable+obsdl,13086,a0025,111201
s47404,羽幌,ハボロ,留萌,44.363333,141.7,8,B,,amedastable+obsdl,13181,s47404,111111
s47406,留萌,ルモイ,留萌,43.945,141.631667,24,B,,amedastable+obsdl,13277,s47406,111111
a0028,増毛,マシケ,留萌,43.848333,141.51,20,C,,amedastable+obsdl,13311,a0028,111201
a1112,古丹別,コタンベツ,留萌,44.265,141.721667,15,C,,amedastable+obsdl,13206,a1112,100010
a1213,焼尻,ヤギシリ,留萌,44.428333,141.421667,38,C,,amedastable+obsdl,13146,a1213,111201
a1216,初山別,ショサンベツ,留萌,44.523333,141.77,27,C,,amedastable+obsdl,13121,a1216,111211
a1217,達布,タップ,留萌,44.048333,141.856667,30,C,,amedastable+obsdl,13261,a1217,111201
a1218,幌糠,ホロヌカ,留萌,43.853333,141.76,20,C,,amedastable+obsdl,13321,a1218,111211
a0029,阿曽岩,,石狩,,,,,,obsdl_only,,a0029,100000
a0030,新篠津,シンシノツ,石狩,43.22,141.645,9,C,,amedastable+obsdl,14101,a0030,111211
a0031,山口,ヤマグチ,石狩,43.148333,141.221667,5,C,,amedastable+obsdl,14116,a0031,111201
a0032,手稲山,テイネヤマ,石狩,43.083333,141.201667,568,C,,amedastable+obsdl,14157,a0032,100000
s47412,札幌,サッポロ,石狩,43.06,141.328333,17,A,,amedastable+obsdl,14163,s47412,111111
a0034,小金湯,コガネユ,石狩,42.963333,141.216667,230,C,,amedastable+obsdl,14191,a0034,100010
a0035,恵庭島松,エニワシママツ,石狩,42.926667,141.565,30,C,,amedastable+obsdl,14206,a0035,111211
a0036,島松山,,石狩,,,,,,obsdl_only,,a0036,100000
a0037,支笏湖畔,シコツコハン,石狩,42.771667,141.406667,290,C,,amedastable+obsdl,14286,a0037,111201
a1076,西野幌,,石狩,,,,,,obsdl_only,,a1076,111100
a1085,石狩,イシカリ,石狩,43.193333,141.37,5,C,,amedastable+obsdl,14121,a1085,111211
a1193,浜益,ハママス,石狩,43.581667,141.386667,3,C,,amedastable+obsdl,14026,a1193,111201
a1194,厚田,アツタ,石狩,43.396667,141.436667,5,C,,amedastable+obsdl,14071,a1194,111211
a1459,千歳,チトセ：新千歳空港,石狩,42.775,141.691667,22,C,,amedastable+obsdl,14296,a1459,111010
a1507,江別,エベツ,石狩,43.11,141.601667,8,C,,amedastable+obsdl,14136,a1507,111201
a0038,石狩沼田,イシカリヌマタ,空知,43.815,141.926667,63,C,,amedastable+obsdl,15116,a0038,111211
a0039,深川,フカガワ,空知,43.718333,142.073333,55,C,,amedastable+obsdl,15161,a0039,111211
a0040,常盤山,,空知,,,,,,obsdl_only,,a0040,100000
a0041,滝川,タキカワ,空知,43.57,141.938333,50,C,,amedastable+obsdl,15241,a0041,111211
a0042,神威岳,,空知,,,,,,obsdl_only,,a0042,100000
a0043,芦別,アシベツ,空知,43.52,142.19,91,C,,amedastable+obsdl,15251,a0043,111211
a0044,美唄,ビバイ,空知,43.363333,141.826667,16,C,,amedastable+obsdl,15321,a0044,111211
s47413,岩見沢,イワミザワ,空知,43.211667,141.785,42,B,,amedastable+obsdl,15356,s47413,111111
a0046,下桂沢,,空知,,,,,,obsdl_only,,a0046,100000
a0047,長沼,ナガヌマ,空知,43.011667,141.693333,13,C,,amedastable+obsdl,15431,a0047,111201
a0048,丁未山,,空知,,,,,,obsdl_only,,a0048,100000
a0049,夕張,ユウバリ,空知,43.038333,141.956667,293,C,,amedastable+obsdl,15442,a0049,111211
a0050,登川山,,空知,,,,,,obsdl_only,,a0050,100000
a0999,月形,ツキガタ,空知,43.33,141.616667,50,C,,amedastable+obsdl,15311,a0999,111201
a1068,栗沢,クリサワ,空知,43.121667,141.745,20,C,,amedastable+obsdl,15391,a1068,100000
a1270,晩生内,,空知,,,,,,obsdl_only,,a1270,100000
a1271,桜山,,空知,,,,,,obsdl_only,,a1271,100000
a1287,空知吉野,ソラチヨシノ,空知,43.595,141.731667,100,C,,amedastable+obsdl,15231,a1287,111201
a1400,浦臼,ウラウス,空知,43.428333,141.808333,25,C,,amedastable+obsdl,15276,a1400,100000
a1401,鹿島,カシマ,空知,43.08,142.1,310,C,,amedastable+obsdl,15451,a1401,100000
a1402,沼の沢,ヌマノサワ,空知,42.96,142.02,161,C,,amedastable+obsdl,15491,a1402,100000
a1419,新城,シンジョウ,空知,43.611667,142.203333,147,C,,amedastable+obsdl,15216,a1419,100000
a1566,赤平,アカビラ,空知,43.553333,142.066667,120,C,,amedastable+obsdl,15247,a1566,100000
a1567,雨竜,ウリュウ,空知,43.66,141.891667,42,C,,amedastable+obsdl,15197,a1567,100000
a1674,秩父別,チップベツ,空知,43.78,141.961667,51,G,,amedastable+obsdl,15156,a1674,111211
a0051,美国,ビクニ,後志,43.271667,140.563333,75,C,,amedastable+obsdl,16026,a0051,111201
a0052,余市,ヨイチ,後志,43.181667,140.758333,20,C,,amedastable+obsdl,16076,a0052,111211
s47411,小樽,オタル,後志,43.181667,141.015,25,B,,amedastable+obsdl,16091,s47411,111111
a0054,共和,キョウワ,後志,42.98,140.603333,15,C,,amedastable+obsdl,16156,a0054,111211
a0055,蘭越,ランコシ,後志,42.81,140.541667,39,C,,amedastable+obsdl,16206,a0055,111211
s47433,倶知安,クッチャン,後志,42.9,140.756667,176,B,,amedastable+obsdl,16217,s47433,111111
a0057,脇方台地,,後志,,,,,,obsdl_only,,a0057,100000
s47421,寿都,スッツ,後志,42.795,140.223333,33,B,,amedastable+obsdl,16252,s47421,111111
a0059,桂台,,後志,,,,,,obsdl_only,,a0059,100000
a0060,喜茂別,キモベツ,後志,42.793333,140.948333,264,C,,amedastable+obsdl,16286,a0060,111211
a0061,黒松内,クロマツナイ,後志,42.663333,140.31,27,C,,amedastable+obsdl,16321,a0061,111211
a1072,真狩,マッカリ,後志,42.775,140.88,440,C,,amedastable+obsdl,16281,a1072,111201
a1091,赤井川,アカイガワ,後志,43.083333,140.82,148,C,,amedastable+obsdl,16126,a1091,100010
a1208,神恵内,カモエナイ,後志,43.145,140.423333,50,C,,amedastable+obsdl,16061,a1208,111201
a1615,ニセコ,ニセコ,後志,42.778333,140.666667,113,C,,amedastable+obsdl,16272,a1615,100000
s47405,雄武,オウム,網走・北見・紋別,44.58,142.963333,14,B,,amedastable+obsdl,17036,s47405,111111
a0063,興部,オコッペ,網走・北見・紋別,44.47,143.108333,8,C,,amedastable+obsdl,17076,a0063,111201
s47435,紋別,モンベツ,網走・北見・紋別,44.345,143.355,16,B,,amedastable+obsdl,17112,s47435,111111
a0065,湧別,ユウベツ,網走・北見・紋別,44.213333,143.618333,5,C,,amedastable+obsdl,17166,a0065,111201
a0066,滝上,タキノウエ,網走・北見・紋別,44.176667,143.061667,165,C,,amedastable+obsdl,17196,a0066,111211
a0067,上藻別,カミモベツ,網走・北見・紋別,44.186667,143.335,94,C,,amedastable+obsdl,17211,a0067,100000
a0068,常呂,トコロ,網走・北見・紋別,44.115,144.036667,3,C,,amedastable+obsdl,17246,a0068,111201
a0069,遠軽,エンガル,網走・北見・紋別,44.053333,143.54,80,C,,amedastable+obsdl,17306,a0069,111211
a0070,佐呂間,サロマ,網走・北見・紋別,44.018333,143.76,54,C,,amedastable+obsdl,17316,a0070,111211
s47409,網走,アバシリ,網走・北見・紋別,44.016667,144.278333,38,A,,amedastable+obsdl,17341,s47409,111111
a0072,生田原,イクタハラ,網走・北見・紋別,43.916667,143.531667,199,C,,amedastable+obsdl,17501,a0072,111201
a0073,仁頃山,ニコロヤマ,網走・北見・紋別,43.86,143.746667,261,C,,amedastable+obsdl,17512,a0073,100000
a0074,北見,キタミ,網走・北見・紋別,43.776667,143.841667,104,C,,amedastable+obsdl,17521,a0074,111211
a0075,小清水,コシミズ,網走・北見・紋別,43.841667,144.485,52,C,,amedastable+obsdl,17546,a0075,111201
a0076,斜里,シャリ,網走・北見・紋別,43.885,144.7,15,C,,amedastable+obsdl,17561,a0076,111211
a0077,留辺蘂,ルベシベ,網走・北見・紋別,43.741667,143.45,325,C,,amedastable+obsdl,17596,a0077,111211
a0078,留辺蘂山,,網走・北見・紋別,,,,,,obsdl_only,,a0078,100000
a0079,美幌,ビホロ,網走・北見・紋別,43.77,144.171667,60,C,,amedastable+obsdl,17631,a0079,111201
a0080,藻琴山,,網走・北見・紋別,,,,,,obsdl_only,,a0080,100000
a0081,チミケップ山,,網走・北見・紋別,,,,,,obsdl_only,,a0081,100000
a0082,津別,ツベツ,網走・北見・紋別,43.701667,144.033333,100,C,,amedastable+obsdl,17717,a0082,111211
a0083,北見中山,,網走・北見・紋別,,,,,,obsdl_only,,a0083,100000
a0981,宇登呂,ウトロ,網走・北見・紋別,44.051667,144.981667,144,C,,amedastable+obsdl,17351,a0981,111211
a1073,西興部,ニシオコッペ,網走・北見・紋別,44.331667,142.935,120,C,,amedastable+obsdl,17091,a1073,111211
a1092,白滝,シラタキ,網走・北見・紋別,43.865,143.153333,475,C,,amedastable+obsdl,17482,a1092,111211
a1209,境野,サカイノ,網走・北見・紋別,43.706667,143.643333,184,C,,amedastable+obsdl,17607,a1209,111201
a1263,東藻琴,ヒガシモコト,網走・北見・紋別,43.84,144.285,58,C,,amedastable+obsdl,17541,a1263,100000
a1420,丸瀬布,マルセップ,網走・北見・紋別,43.951667,143.328333,242,C,,amedastable+obsdl,17386,a1420,100000
a1460,女満別,メマンベツ：女満別空港,網走・北見・紋別,43.88,144.163333,33,C,,amedastable+obsdl,17531,a1460,111010
a1487,紋別小向,モンベツコムカイ：紋別空港,網走・北見・紋別,44.303333,143.403333,18,C,,amedastable+obsdl,17116,a1487,111010
a1568,津別二又,ツベツフタマタ,網走・北見・紋別,43.583333,143.865,210,C,,amedastable+obsdl,17776,a1568,100000
a1569,置戸常元,オケトツネモト,網走・北見・紋別,43.62,143.44,368,C,,amedastable+obsdl,17686,a1569,100000
a1617,山園,ヤマゾノ,網走・北見・紋別,43.743333,144.336667,361,C,,amedastable+obsdl,17642,a1617,100000
a0084,羅臼,ラウス,根室,44.023333,145.186667,15,C,,amedastable+obsdl,18038,a0084,111211
a0085,標津,シベツ,根室,43.661667,145.131667,3,C,,amedastable+obsdl,18136,a0085,111201
a0086,中標津,ナカシベツ,根室,43.543333,144.978333,50,C,,amedastable+obsdl,18171,a0086,111211
a0087,計根別,,根室,,,,,,obsdl_only,,a0087,111100
a0088,別海,ベツカイ,根室,43.381667,145.118333,23,C,,amedastable+obsdl,18256,a0088,111211
s47420,根室,ネムロ,根室,43.33,145.585,25,B,,amedastable+obsdl,18273,s47420,111111
a1056,納沙布,ノサップ,根室,43.393333,145.758333,12,C,,amedastable+obsdl,18281,a1056,111201
a1196,厚床,アットコ,根室,43.22,145.226667,41,C,,amedastable+obsdl,18311,a1196,111211
a1266,糸櫛別,イトクシベツ,根室,43.721667,144.988333,115,C,,amedastable+obsdl,18091,a1266,100000
a1489,根室中標津,ネムロナカシベツ：中標津空港,根室,43.576667,144.96,65,C,,amedastable+obsdl,18174,a1489,111010
a1547,上標津,カミシベツ,根室,43.52,144.746667,160,C,,amedastable+obsdl,18161,a1547,111201
a0090,川湯,カワユ,釧路,43.616667,144.456667,158,C,,amedastable+obsdl,19021,a0090,111211
a0091,阿寒湖畔,アカンコハン,釧路,43.436667,144.083333,426,C,,amedastable+obsdl,19076,a0091,111211
a0092,弟子屈,テシカガ,釧路,43.51,144.466667,170,C,,amedastable+obsdl,19051,a0092,100000
a0093,標茶,シベチャ,釧路,43.291667,144.586667,20,C,,amedastable+obsdl,19151,a0093,111211
a0094,幌呂台地,,釧路,,,,,,obsdl_only,,a0094,100000
a0095,中徹別,ナカテシベツ,釧路,43.198333,144.141667,80,C,,amedastable+obsdl,19261,a0095,111211
a0096,阿寒,アカン,釧路,43.113333,144.123333,40,C,,amedastable+obsdl,19346,a0096,100000
a0097,霧多布,,釧路,,,,,,obsdl_only,,a0097,100000
a0098,白糠,シラヌカ,釧路,42.97,144.061667,9,C,,amedastable+obsdl,19416,a0098,111211
s47418,釧路,クシロ,釧路,42.985,144.376667,5,A,,amedastable+obsdl,19432,s47418,111111
a1107,二俣,フタマタ,釧路,42.971667,143.875,45,C,,amedastable+obsdl,19406,a1107,100000
a1186,鶴居,ツルイ,釧路,43.231667,144.325,38,C,,amedastable+obsdl,19191,a1186,111211
a1187,弟子屈,テシカガ,釧路,43.51,144.466667,170,C,,amedastable+obsdl,19051,a1187,111201
a1192,太田,オオタ,釧路,43.09,144.778333,85,C,,amedastable+obsdl,19376,a1192,111211
a1195,榊町,サカキマチ,釧路,43.12,145.11,2,C,,amedastable+obsdl,19311,a1195,111201
a1283,知方学,チッポマナイ,釧路,42.938333,144.735,149,C,,amedastable+obsdl,19451,a1283,111201
a1403,塘路,トウロ,釧路,43.148333,144.496667,25,C,,amedastable+obsdl,19281,a1403,100000
a1417,茶内原野,チャナイゲンヤ,釧路,43.173333,144.966667,70,C,,amedastable+obsdl,19301,a1417,100000
a1461,鶴丘,ツルオカ：釧路空港,釧路,43.04,144.191667,95,C,,amedastable+obsdl,19347,a1461,111010
a0100,軍艦山,,十勝,,,,,,obsdl_only,,a0100,100000
a0101,陸別,リクベツ,十勝,43.471667,143.753333,210,C,,amedastable+obsdl,20146,a0101,111211
a0102,殖産高地,,十勝,,,,,,obsdl_only,,a0102,100000
a0103,ぬかびら源泉郷,ヌカビラゲンセンキョウ,十勝,43.366667,143.191667,540,C,,amedastable+obsdl,20186,a0103,111211
a0104,小坂山,,十勝,,,,,,obsdl_only,,a0104,100000
a0105,上足寄,,十勝,,,,,,obsdl_only,,a0105,100000
a0106,西ヌプカウシ山,,十勝,,,,,,obsdl_only,,a0106,100000
a0107,上士幌,カミシホロ,十勝,43.241667,143.295,287,C,,amedastable+obsdl,20266,a0107,111211
a0108,幌安山,,十勝,,,,,,obsdl_only,,a0108,100000
a0109,足寄,アショロ,十勝,43.243333,143.553333,90,C,,amedastable+obsdl,20276,a0109,111201
a0110,佐幌岳,,十勝,,,,,,obsdl_only,,a0110,100000
a0111,三角山,,十勝,,,,,,obsdl_only,,a0111,100000
a0112,本別,ホンベツ,十勝,43.131667,143.6,67,C,,amedastable+obsdl,20341,a0112,111211
a0113,新得,シントク,十勝,43.076667,142.84,178,C,,amedastable+obsdl,20356,a0113,111211
a0114,鹿追,シカオイ,十勝,43.103333,142.995,206,C,,amedastable+obsdl,20361,a0114,111201
a0115,芽室,メムロ,十勝,42.9,143.043333,90,C,,amedastable+obsdl,20421,a0115,111211
s47417,帯広,オビヒロ,十勝,42.921667,143.211667,38,B,,amedastable+obsdl,20432,s47417,111111
a0117,池田,イケダ,十勝,42.92,143.458333,42,C,,amedastable+obsdl,20441,a0117,111201
a0118,浦幌,ウラホロ,十勝,42.808333,143.656667,20,C,,amedastable+obsdl,20506,a0118,111211
a0119,帯広岳,,十勝,,,,,,obsdl_only,,a0119,100000
a0120,ひょうたん沢,,十勝,,,,,,obsdl_only,,a0120,100000
a0121,大樹,タイキ,十勝,42.5,143.273333,87,C,,amedastable+obsdl,20696,a0121,111211
s47440,広尾,ヒロオ,十勝,42.293333,143.316667,32,B,,amedastable+obsdl,20751,s47440,111111
a1099,三国山,,十勝,,,,,,obsdl_only,,a1099,100000
a1204,駒場,コマバ,十勝,43.05,143.183333,112,C,,amedastable+obsdl,20371,a1204,111201
a1210,上札内,カミサツナイ,十勝,42.641667,143.096667,251,C,,amedastable+obsdl,20601,a1210,111211
a1211,更別,サラベツ,十勝,42.651667,143.195,185,C,,amedastable+obsdl,20606,a1211,111201
a1214,大津,オオツ,十勝,42.686667,143.646667,4,C,,amedastable+obsdl,20631,a1214,111201
a1286,糠内,ヌカナイ,十勝,42.786667,143.328333,70,C,,amedastable+obsdl,20556,a1286,111201
a1404,小利別,ショウトシベツ,十勝,43.588333,143.68,313,C,,amedastable+obsdl,20071,a1404,100000
a1405,押帯,オショップ,十勝,43.115,143.443333,104,C,,amedastable+obsdl,20331,a1405,100000
a1409,柏倉,カシワクラ,十勝,43.361667,143.458333,378,C,,amedastable+obsdl,20202,a1409,100000
a1410,上螺湾,カミラワン,十勝,43.318333,143.801667,232,C,,amedastable+obsdl,20222,a1410,100000
a1418,留真,ルシン,十勝,42.916667,143.661667,40,C,,amedastable+obsdl,20451,a1418,100000
a1510,帯広泉,オビヒロイズミ：帯広空港,十勝,42.733333,143.216667,149,C,,amedastable+obsdl,20551,a1510,111010
a1571,三股,ミツマタ,十勝,43.51,143.148333,660,C,,amedastable+obsdl,20047,a1571,100000
a0123,安平,アビラ,胆振,42.815,141.828333,33,C,,amedastable+obsdl,21031,a0123,100010
a0124,厚真,アツマ,胆振,42.73,141.888333,20,C,,amedastable+obsdl,21111,a0124,111201
a0125,穂別,ホベツ,胆振,42.761667,142.143333,56,C,,amedastable+obsdl,21126,a0125,111211
a0126,森野,モリノ,胆振,42.63,141.246667,170,C,,amedastable+obsdl,21171,a0126,111201
s47424,苫小牧,トマコマイ,胆振,42.623333,141.546667,6,B,,amedastable+obsdl,21187,s47424,111111
a0128,大岸,オオキシ,胆振,42.59,140.643333,4,C,,amedastable+obsdl,21226,a0128,111211
a0129,有珠山,,胆振,,,,,,obsdl_only,,a0129,100000
a0130,白老,シラオイ,胆振,42.543333,141.351667,6,C,,amedastable+obsdl,21261,a0130,111211
a0131,鵡川,ムカワ,胆振,42.59,141.933333,10,C,,amedastable+obsdl,21276,a0131,111201
a0132,伊達,ダテ,胆振,42.475,140.848333,3,C,,amedastable+obsdl,21297,a0132,111201
a0133,登別山,,胆振,,,,,,obsdl_only,,a0133,100000
a0134,登別,ノボリベツ,胆振,42.458333,141.118333,197,C,,amedastable+obsdl,21312,a0134,111211
s47423,室蘭,ムロラン,胆振,42.311667,140.975,40,A,,amedastable+obsdl,21323,s47423,111111
a1067,大滝,オオタキ,胆振,42.67,141.078333,390,C,,amedastable+obsdl,21161,a1067,111211
a1329,洞爺湖温泉,トウヤコオンセン,胆振,42.565,140.806667,85,C,,amedastable+obsdl,21237,a1329,100010
a1429,カルルス,カルルス,胆振,42.516667,141.106667,300,C,,amedastable+obsdl,21251,a1429,100000
a1496,豊浦,,胆振,,,,,,obsdl_only,,a1496,100000
a1498,花和,,胆振,,,,,,obsdl_only,,a1498,100000
a1499,虻田,,胆振,,,,,,obsdl_only,,a1499,100000
a1500,壮瞥,,胆振,,,,,,obsdl_only,,a1500,100000
a1501,入江,,胆振,,,,,,obsdl_only,,a1501,100000
a1502,月浦,,胆振,,,,,,obsdl_only,,a1502,100000
a1503,北有珠,,胆振,,,,,,obsdl_only,,a1503,100000
a1504,洞爺湖畔,,胆振,,,,,,obsdl_only,,a1504,100000
a1665,厚真幌内,,胆振,,,,,,obsdl_only,,a1665,100000
a0136,日高門別,ヒダカモンベツ,日高,42.496667,142.053333,47,C,,amedastable+obsdl,22141,a0136,111201
a0137,新和,シンワ,日高,42.543333,142.333333,60,C,,amedastable+obsdl,22156,a0137,111201
a0138,ヌモトル山,,日高,,,,,,obsdl_only,,a0138,100000
a0139,笹山,ササヤマ,日高,42.433333,142.481667,110,C,,amedastable+obsdl,22206,a0139,100000
a0140,静内,シズナイ,日高,42.343333,142.361667,10,C,,amedastable+obsdl,22241,a0140,111211
a0141,ピセナイ山,,日高,,,,,,obsdl_only,,a0141,100000
s47426,浦河,ウラカワ,日高,42.161667,142.776667,37,B,,amedastable+obsdl,22327,s47426,111111
a1097,仁世宇,ニセウ,日高,42.771667,142.358333,150,C,,amedastable+obsdl,22072,a1097,100000
a1198,三石,ミツイシ,日高,42.245,142.661667,10,C,,amedastable+obsdl,22291,a1198,111201
a1202,日高,ヒダカ,日高,42.876667,142.441667,280,C,,amedastable+obsdl,22036,a1202,111211
a1264,幌満,ホロマン,日高,42.076667,143.035,0,C,,amedastable+obsdl,22366,a1264,100000
a1276,目黒,メグロ,日高,42.128333,143.311667,7,C,,amedastable+obsdl,22356,a1276,100010
a1288,中杵臼,ナカキネウス,日高,42.223333,142.948333,98,C,,amedastable+obsdl,22306,a1288,111211
a1340,えりも岬,エリモミサキ,日高,41.925,143.243333,63,C,,amedastable+obsdl,22391,a1340,111201
a1430,旭,アサヒ,日高,42.628333,142.393333,245,C,,amedastable+obsdl,22106,a1430,100010
a1594,平取,,日高,,,,,,obsdl_only,,a1594,000010
a0143,長万部,オシャマンベ,渡島,42.516667,140.373333,6,C,,amedastable+obsdl,23031,a0143,111211
a0144,八雲,ヤクモ,渡島,42.251667,140.271667,8,C,,amedastable+obsdl,23086,a0144,111211
a0145,森,モリ,渡島,42.066667,140.588333,125,C,,amedastable+obsdl,23166,a0145,111211
a0146,大沼,オオヌマ,渡島,41.976667,140.715,165,C,,amedastable+obsdl,23191,a0146,100010
a0147,川汲,カックミ,渡島,41.906667,140.97,31,C,,amedastable+obsdl,23206,a0147,111201
a0148,北斗,ホクト,渡島,41.886667,140.653333,25,C,,amedastable+obsdl,23226,a0148,111201
s47430,函館,ハコダテ,渡島,41.816667,140.753333,35,A,,amedastable+obsdl,23232,s47430,111111
a0150,汐首,,渡島,,,,,,obsdl_only,,a0150,100000
a0151,小谷石,,渡島,,,,,,obsdl_only,,a0151,100000
a0152,松前,マツマエ,渡島,41.423333,140.086667,30,C,,amedastable+obsdl,23376,a0152,111201
a0917,木古内,キコナイ,渡島,41.68,140.436667,10,C,,amedastable+obsdl,23326,a0917,111201
a1265,千軒,センゲン,渡島,41.558333,140.271667,100,C,,amedastable+obsdl,23356,a1265,100010
a1416,蛾眉野,,渡島,,,,,,obsdl_only,,a1416,100000
a1462,高松,タカマツ：函館空港,渡島,41.77,140.821667,34,C,,amedastable+obsdl,23281,a1462,111010
a1543,戸井泊,トイトマリ,渡島,41.716667,141.003333,20,C,,amedastable+obsdl,23291,a1543,100000
a1552,知内,シリウチ,渡島,41.598333,140.375,24,C,,amedastable+obsdl,23321,a1552,100000
a0155,熊石,クマイシ,渡島,42.128333,139.985,12,C,,amedastable+obsdl,24141,a0155,111211
a0153,せたな,セタナ,檜山,42.45,139.851667,10,C,,amedastable+obsdl,24041,a0153,111201
