jma_code,name,name_kana,pref,lat,lon,elevation,type,obs_start,matched_sources,amedastable_code,obsdl_stid,kansoku_bitmask
a1046,添田,ソエダ,福岡,33.558333,130.855,92,C,,amedastable+obsdl,82206,a1046,111201
a1141,太宰府,ダザイフ,福岡,33.496667,130.49,52,C,,amedastable+obsdl,82191,a1141,111201
a1477,博多,ハカタ：福岡空港,福岡,33.583333,130.451667,9,C,,amedastable+obsdl,82186,a1477,111000
a1527,曽根,,福岡,,,,,,obsdl_only,,a1527,111000
a1590,空港北町,クウコウキタマチ：北九州空港,福岡,33.845,131.035,7,C,,amedastable+obsdl,82068,a1590,111000
a1611,早良脇山,サワラワキヤマ,福岡,33.488333,130.353333,83,C,,amedastable+obsdl,82241,a1611,100000
a1637,東谷,ヒガシタニ,福岡,33.778333,130.865,55,C,,amedastable+obsdl,82097,a1637,100000
a1657,小呂島,オロノシマ,福岡,33.863333,130.035,49,C,,amedastable+obsdl,82036,a1657,100000
a0794,中津,ナカツ,大分,33.586667,131.245,12,C,,amedastable+obsdl,83051,a0794,111201
a0795,豊後高田,ブンゴタカダ,大分,33.57,131.433333,5,C,,amedastable+obsdl,83061,a0795,111201
a0796,武蔵,ムサシ：大分空港,大分,33.478333,131.736667,5,C,,amedastable+obsdl,83126,a0796,111000
a0797,伏木,フシキ,大分,36.791667,137.055,12,B,,amedastable+obsdl,55091,a0797,100000
s47814,日田,ヒタ,大分,33.321667,130.928333,83,B,,amedastable+obsdl,83137,s47814,111111
a0799,湯布院,ユフイン,大分,33.253333,131.346667,435,C,,amedastable+obsdl,83201,a0799,111201
s47815,大分,オオイタ,大分,33.235,131.618333,5,A,,amedastable+obsdl,83216,s47815,111111
a0801,佐賀関,サガノセキ,大分,33.248333,131.865,1,C,,amedastable+obsdl,83226,a0801,100000
a0802,釈迦岳,,大分,,,,,,obsdl_only,,a0802,100000
a0803,湯平,,大分,,,,,,obsdl_only,,a0803,100000
a0804,温見,,大分,,,,,,obsdl_only,,a0804,100000
a0805,犬飼,イヌカイ,大分,33.065,131.631667,121,C,,amedastable+obsdl,83341,a0805,111201
a0806,竹田,タケタ,大分,32.973333,131.398333,261,C,,amedastable+obsdl,83371,a0806,111201
a0807,出羽,,大分,,,,,,obsdl_only,,a0807,100000
a0808,佐伯,サイキ,大分,32.95,131.901667,2,C,,amedastable+obsdl,83401,a0808,111201
a0809,倉木,,大分,,,,,,obsdl_only,,a0809,100000
a0810,蒲江,カマエ,大分,32.795,131.923333,2,C,,amedastable+obsdl,83476,a0810,111201
a0931,院内,インナイ,大分,33.42,131.316667,90,C,,amedastable+obsdl,83106,a0931,111201
a0932,玖珠,クス,大分,33.291667,131.155,331,C,,amedastable+obsdl,83191,a0932,111201
a0933,臼杵,ウスキ,大分,33.131667,131.796667,30,C,,amedastable+obsdl,83286,a0933,100000
a0979,耶馬渓,ヤバケイ,大分,33.445,131.115,100,C,,amedastable+obsdl,83096,a0979,100000
a1137,国見,クニミ,大分,33.678333,131.575,53,C,,amedastable+obsdl,83021,a1137,111201
a1142,宇目,ウメ,大分,32.845,131.675,200,C,,amedastable+obsdl,83431,a1142,111201
a1157,別府,,大分,,,,,,obsdl_only,,a1157,100000
a1237,杵築,キツキ,大分,33.416667,131.596667,5,C,,amedastable+obsdl,83121,a1237,111201
a1554,椿ヶ鼻,ツバキガハナ,大分,33.19,130.915,843,C,,amedastable+obsdl,83242,a1554,100000
a0811,佐須奈,,長崎,,,,,,obsdl_only,,a0811,111100
s47800,厳原,イヅハラ,長崎,34.196667,129.291667,5,B,,amedastable+obsdl,84072,s47800,111111
s47805,平戸,ヒラド,長崎,33.36,129.55,58,B,,amedastable+obsdl,84171,s47805,111111
a0814,松浦,マツウラ,長崎,33.341667,129.711667,14,C,,amedastable+obsdl,84183,a0814,111201
a0815,国見山,,長崎,,,,,,obsdl_only,,a0815,100000
s47812,佐世保,サセボ,長崎,33.158333,129.726667,4,B,,amedastable+obsdl,84266,s47812,111111
a0817,大瀬戸,,長崎,,,,,,obsdl_only,,a0817,111200
a0818,長浦岳,ナガウラダケ,長崎,32.908333,129.738333,510,C,,amedastable+obsdl,84361,a0818,100000
a0819,五家原岳,,長崎,,,,,,obsdl_only,,a0819,100000
a0820,諫早,イサハヤ,長崎,32.843333,130.025,15,C,,amedastable+obsdl,84441,a0820,100000
s47817,長崎,ナガサキ,長崎,32.733333,129.866667,27,A,,amedastable+obsdl,84496,s47817,111111
s47818,雲仙岳,ウンゼンダケ,長崎,32.736667,130.261667,678,B,,amedastable+obsdl,84519,s47818,111111
s47843,福江,フクエ,長崎,32.693333,128.826667,25,B,,amedastable+obsdl,84536,s47843,111111
a0922,口之津,クチノツ,長崎,32.611667,130.193333,13,C,,amedastable+obsdl,84561,a0922,111201
a0962,島原,シマバラ,長崎,32.76,130.361667,14,C,,amedastable+obsdl,84523,a0962,111201
a1080,有川,アリカワ,長崎,32.981667,129.118333,11,C,,amedastable+obsdl,84341,a1080,100000
a1084,大村,オオムラ：長崎空港,長崎,32.916667,129.913333,3,C,,amedastable+obsdl,84371,a1084,111000
a1138,有川,アリカワ,長崎,32.981667,129.118333,11,C,,amedastable+obsdl,84341,a1138,111201
a1144,芦辺,アシベ,長崎,33.8,129.721667,97,C,,amedastable+obsdl,84121,a1144,111201
a1441,野母崎,,長崎,,,,,,obsdl_only,,a1441,111100
a1442,深江,,長崎,,,,,,obsdl_only,,a1442,100000
a1446,普賢岳,,長崎,,,,,,obsdl_only,,a1446,100000
a1451,百花台,,長崎,,,,,,obsdl_only,,a1451,100000
a1452,千々石,,長崎,,,,,,obsdl_only,,a1452,100000
a1453,鰐浦,ワニウラ,長崎,34.698333,129.445,63,C,,amedastable+obsdl,84012,a1453,111201
a1478,石田,イシダ：壱岐空港,長崎,33.748333,129.785,12,C,,amedastable+obsdl,84122,a1478,111000
a1479,上大津,カミオオヅ：福江空港,長崎,32.665,128.831667,77,C,,amedastable+obsdl,84537,a1479,111000
a1535,小値賀,,長崎,,,,,,obsdl_only,,a1535,111000
a1536,頭ヶ島,,長崎,,,,,,obsdl_only,,a1536,111000
a1538,美津島,ミツシマ：対馬空港,長崎,34.285,129.33,63,C,,amedastable+obsdl,84076,a1538,111000
a1670,脇岬,ワキミサキ,長崎,32.581667,129.776667,4,C,,amedastable+obsdl,84597,a1670,111201
a1672,西海,サイカイ,長崎,33.013333,129.651667,18,C,,amedastable+obsdl,84306,a1672,111201
a1676,絹笠山,,長崎,,,,,,obsdl_only,,a1676,111100
a0824,枝去木,,佐賀,,,,,,obsdl_only,,a0824,111100
a0825,和多田,,佐賀,,,,,,obsdl_only,,a0825,100000
a0826,権現山,,佐賀,,,,,,obsdl_only,,a0826,100000
a0827,八幡岳,,佐賀,,,,,,obsdl_only,,a0827,100000
s47813,佐賀,サガ,佐賀,33.078333,133.101667,3,C,,amedastable+obsdl,74436,s47813,111111
a0829,白石,シロイシ,佐賀,38.015,140.611667,86,C,,amedastable+obsdl,34461,a0829,111201
a0830,嬉野,ウレシノ,佐賀,33.116667,129.995,81,C,,amedastable+obsdl,85161,a0830,111201
a0831,多良岳,,佐賀,,,,,,obsdl_only,,a0831,100000
a1075,伊万里,イマリ,佐賀,33.266667,129.878333,25,C,,amedastable+obsdl,85116,a1075,111201
a1480,川副,カワソエ：佐賀空港,佐賀,33.148333,130.301667,2,C,,amedastable+obsdl,85176,a1480,111000
a1610,唐津,カラツ,佐賀,33.458333,129.955,23,C,,amedastable+obsdl,85033,a1610,111201
a1612,鳥栖,トス,佐賀,33.385,130.516667,25,C,,amedastable+obsdl,85106,a1612,100000
a1616,北山,ホクザン,佐賀,33.413333,130.22,339,C,,amedastable+obsdl,85046,a1616,100000
a1667,大町,オオマチ,佐賀,36.523333,137.831667,784,C,,amedastable+obsdl,48191,a1667,100000
a0832,鹿北,カホク,熊本,33.115,130.691667,119,C,,amedastable+obsdl,86006,a0832,111201
a0833,南小国,ミナミオグニ,熊本,33.103333,131.066667,448,C,,amedastable+obsdl,86066,a0833,111201
a0834,岱明,タイメイ,熊本,32.915,130.511667,15,C,,amedastable+obsdl,86086,a0834,111201
a0835,菊池,キクチ,熊本,32.945,130.781667,83,C,,amedastable+obsdl,86101,a0835,111201
a0836,鞍岳,,熊本,,,,,,obsdl_only,,a0836,100000
s47819,熊本,クマモト,熊本,32.813333,130.706667,38,A,,amedastable+obsdl,86141,s47819,111111
a0838,俵山,,熊本,,,,,,obsdl_only,,a0838,100000
s47821,阿蘇山,,熊本,,,,,,obsdl_only,,s47821,111111
a0840,高森,タカモリ,熊本,32.821667,131.125,555,C,,amedastable+obsdl,86161,a0840,111201
a0841,間の谷山,,熊本,,,,,,obsdl_only,,a0841,100000
a0842,甲佐,コウサ,熊本,32.671667,130.816667,52,C,,amedastable+obsdl,86236,a0842,111201
a0843,松島,マツシマ,熊本,32.515,130.446667,2,C,,amedastable+obsdl,86271,a0843,111201
a0844,大金峰,,熊本,,,,,,obsdl_only,,a0844,100000
a0845,本渡,ホンド,熊本,32.468333,130.18,30,C,,amedastable+obsdl,86316,a0845,111201
a0846,八代,ヤツシロ,熊本,32.473333,130.606667,8,C,,amedastable+obsdl,86336,a0846,111201
s47824,人吉,ヒトヨシ,熊本,32.216667,130.755,146,B,,amedastable+obsdl,86467,s47824,111111
s47838,牛深,ウシブカ,熊本,32.196667,130.026667,3,B,,amedastable+obsdl,86491,s47838,111111
a0850,一里山,,熊本,,,,,,obsdl_only,,a0850,100000
a0851,白髪岳,,熊本,,,,,,obsdl_only,,a0851,100000
a0923,益城,マシキ：熊本空港,熊本,32.836667,130.855,193,C,,amedastable+obsdl,86146,a0923,111000
a0924,水俣,ミナマタ,熊本,32.205,130.406667,6,C,,amedastable+obsdl,86451,a0924,111201
a0925,多良木,タラギ,熊本,32.295,130.95,210,C,,amedastable+obsdl,86478,a0925,100000
a0926,上,ウエ,熊本,32.225,130.905,166,C,,amedastable+obsdl,86477,a0926,111201
a0946,田浦,タノウラ,熊本,32.363333,130.508333,3,C,,amedastable+obsdl,86396,a0946,100000
a1081,三角,ミスミ,熊本,32.611667,130.478333,60,C,,amedastable+obsdl,86216,a1081,111201
a1086,湯前横谷,ユノマエヨコタニ,熊本,32.263333,131.043333,665,C,,amedastable+obsdl,86481,a1086,100000
a1088,茶臼峠,,熊本,,,,,,obsdl_only,,a1088,100000
a1156,屋形山,,熊本,,,,,,obsdl_only,,a1156,100000
a1158,五家荘,,熊本,,,,,,obsdl_only,,a1158,100000
a1240,阿蘇乙姫,アソオトヒメ,熊本,32.946667,131.04,487,C,,amedastable+obsdl,86111,a1240,111201
a1368,五木,イツキ,熊本,32.395,130.826667,310,C,,amedastable+obsdl,86411,a1368,100000
a1435,山江,ヤマエ,熊本,32.301667,130.746667,218,C,,amedastable+obsdl,86407,a1435,100000
a1580,宇土,ウト,熊本,32.7,130.656667,6,C,,amedastable+obsdl,86181,a1580,100000
a1581,一勝地,イッショウチ,熊本,32.245,130.645,120,C,,amedastable+obsdl,86461,a1581,100000
a0847,戦山,,熊本,,,,,,obsdl_only,,a0847,100000
a1613,山都,ヤマト,熊本,32.711667,130.958333,574,C,,amedastable+obsdl,86197,a1613,100000
a1660,南阿蘇,ミナミアソ,熊本,32.831667,131.013333,394,C,,amedastable+obsdl,86157,a1660,111211
a0852,高千穂,タカチホ,宮崎,32.711667,131.29,350,C,,amedastable+obsdl,87041,a0852,111201
a0853,大中尾,,宮崎,,,,,,obsdl_only,,a0853,100000
a0854,中小屋,,宮崎,,,,,,obsdl_only,,a0854,100000
s47822,延岡,ノベオカ,宮崎,32.581667,131.656667,19,B,,amedastable+obsdl,87141,s47822,111111
a0856,猪原,,宮崎,,,,,,obsdl_only,,a0856,100000
a0857,日向,ヒュウガ,宮崎,32.408333,131.6,20,C,,amedastable+obsdl,87181,a0857,111201
a0858,矢櫃岳,,宮崎,,,,,,obsdl_only,,a0858,100000
a0859,高鍋,タカナベ,宮崎,32.123333,131.475,57,C,,amedastable+obsdl,87293,a0859,111201
a0860,加久藤,カクトウ,宮崎,32.046667,130.81,228,C,,amedastable+obsdl,87301,a0860,111201
a0861,西都,サイト,宮崎,32.063333,131.413333,8,C,,amedastable+obsdl,87331,a0861,111201
a0862,えびの高原,エビノコウゲン,宮崎,31.945,130.84,1150,C,,amedastable+obsdl,87346,a0862,100000
a0863,小林,コバヤシ,宮崎,32.0,130.953333,276,C,,amedastable+obsdl,87352,a0863,111201
a0864,野尻,ノジリ,宮崎,31.956667,131.156667,182,C,,amedastable+obsdl,87361,a0864,100000
a0865,国富,クニトミ,宮崎,32.006667,131.296667,66,C,,amedastable+obsdl,87371,a0865,100000
s47830,宮崎,ミヤザキ,宮崎,31.938333,131.413333,9,A,,amedastable+obsdl,87376,s47830,111111
a0867,霧島御池,,宮崎,,,,,,obsdl_only,,a0867,100000
a0868,青島,,宮崎,,,,,,obsdl_only,,a0868,111100
s47829,都城,ミヤコノジョウ,宮崎,31.73,131.081667,154,B,,amedastable+obsdl,87426,s47829,111111
a0870,鰐塚山,,宮崎,,,,,,obsdl_only,,a0870,100000
s47835,油津,アブラツ,宮崎,31.578333,131.406667,3,B,,amedastable+obsdl,87492,s47835,111111
a0872,串間,クシマ,宮崎,31.465,131.22,20,C,,amedastable+obsdl,87501,a0872,111201
a1135,古江,フルエ,宮崎,32.711667,131.82,14,C,,amedastable+obsdl,87066,a1135,111201
a1164,酒谷,サカタニ,宮崎,31.641667,131.266667,160,C,,amedastable+obsdl,87461,a1164,100000
a1275,見立,,宮崎,,,,,,obsdl_only,,a1275,100000
a1343,諸塚,モロツカ,宮崎,32.516667,131.335,150,C,,amedastable+obsdl,87127,a1343,100000
a1345,西米良,ニシメラ,宮崎,32.24,131.151667,260,C,,amedastable+obsdl,87231,a1345,111201
a1348,鞍岡,クラオカ,宮崎,32.643333,131.156667,590,C,,amedastable+obsdl,87071,a1348,111201
a1353,神門,ミカド,宮崎,32.385,131.331667,250,C,,amedastable+obsdl,87206,a1353,111201
a1432,北方,キタカタ,宮崎,32.561667,131.525,30,C,,amedastable+obsdl,87136,a1432,100000
a1433,上椎葉,,宮崎,,,,,,obsdl_only,,a1433,100000
a1481,赤江,アカエ：宮崎空港,宮崎,31.876667,131.448333,6,C,,amedastable+obsdl,87412,a1481,111000
a1608,都農,ツノ,宮崎,32.283333,131.541667,61,C,,amedastable+obsdl,87251,a1608,100000
a1609,日之影,ヒノカゲ,宮崎,32.681667,131.406667,262,C,,amedastable+obsdl,87086,a1609,100000
a1623,高原,,宮崎,,,,,,obsdl_only,,a1623,100000
a1624,山田,ヤマダ,宮崎,39.45,141.956667,24,C,,amedastable+obsdl,33616,a1624,100000
a1636,椎葉,シイバ,宮崎,32.475,131.103333,517,C,,amedastable+obsdl,87157,a1636,100000
a1663,田野,タノ,宮崎,33.426667,134.006667,17,C,,amedastable+obsdl,74276,a1663,111201
s47823,阿久根,アクネ,鹿児島,32.026667,130.2,40,B,,amedastable+obsdl,88061,s47823,111111
a0874,古原野,,鹿児島,,,,,,obsdl_only,,a0874,100000
a0875,大口,オオクチ,鹿児島,32.046667,130.626667,175,C,,amedastable+obsdl,88081,a0875,111201
a0876,魚野越,,鹿児島,,,,,,obsdl_only,,a0876,100000
a0877,紫尾山,シビサン,鹿児島,31.98,130.366667,1060,C,,amedastable+obsdl,88101,a0877,100000
a0878,さつま柏原,サツマカシワバル,鹿児島,31.916667,130.455,59,C,,amedastable+obsdl,88107,a0878,111201
a0879,中甑,ナカコシキ,鹿児島,31.835,129.866667,10,C,,amedastable+obsdl,88131,a0879,111201
a0880,川内,カワウチ,鹿児島,37.336667,140.808333,410,C,,amedastable+obsdl,36501,a0880,111201
a0881,溝辺,ミゾベ：鹿児島空港,鹿児島,31.803333,130.718333,272,C,,amedastable+obsdl,88166,a0881,111000
a0882,八重山,ヤエヤマ,鹿児島,31.746667,130.438333,533,C,,amedastable+obsdl,88211,a0882,100000
a0883,東市来,ヒガシイチキ,鹿児島,31.668333,130.328333,40,C,,amedastable+obsdl,88261,a0883,111201
a0884,権現ケ尾,,鹿児島,,,,,,obsdl_only,,a0884,100000
s47827,鹿児島,カゴシマ,鹿児島,31.555,130.546667,4,A,,amedastable+obsdl,88317,s47827,111111
a0886,高峠,,鹿児島,,,,,,obsdl_only,,a0886,100000
a0887,加世田,カセダ,鹿児島,31.415,130.325,9,C,,amedastable+obsdl,88371,a0887,111201
a0888,吉ケ別府,ヨシガベップ,鹿児島,31.458333,130.861667,89,C,,amedastable+obsdl,88392,a0888,100000
a0890,喜入,キイレ,鹿児島,31.386667,130.54,4,C,,amedastable+obsdl,88432,a0890,111201
a0891,肝属川,,鹿児島,,,,,,obsdl_only,,a0891,111100
s47831,枕崎,マクラザキ,鹿児島,31.271667,130.291667,30,B,,amedastable+obsdl,88466,s47831,111111
a0893,指宿,イブスキ,鹿児島,31.25,130.636667,5,C,,amedastable+obsdl,88486,a0893,111201
a0894,甫与志岳,,鹿児島,,,,,,obsdl_only,,a0894,100000
a0895,内之浦,ウチノウラ,鹿児島,31.276667,131.055,8,C,,amedastable+obsdl,88506,a0895,111201
s47837,種子島,タネガシマ,鹿児島,30.72,130.981667,25,B,,amedastable+obsdl,88612,s47837,111111
a0897,中種子,ナカタネ：種子島空港,鹿児島,30.605,130.991667,234,C,,amedastable+obsdl,88621,a0897,111000
a0898,上中,カミナカ,鹿児島,30.406667,130.901667,150,C,,amedastable+obsdl,88666,a0898,111201
a0899,尾之間,オノアイダ,鹿児島,30.235,130.555,60,C,,amedastable+obsdl,88706,a0899,111201
s47909,名瀬,ナゼ,鹿児島,28.385,129.493333,3,B,,amedastable+obsdl,88837,s47909,111111
s47836,屋久島,ヤクシマ：屋久島空港,鹿児島,30.385,130.658333,37,B,,amedastable+obsdl,88686,s47836,111111
s47942,沖永良部,オキノエラブ：沖永良部空港,鹿児島,27.431667,128.705,27,B,,amedastable+obsdl,88971,s47942,111111
a0934,出水,イズミ,鹿児島,32.093333,130.351667,11,C,,amedastable+obsdl,88066,a0934,100000
a0935,牧之原,マキノハラ,鹿児島,31.661667,130.843333,387,C,,amedastable+obsdl,88286,a0935,111201
a0936,志布志,シブシ,鹿児島,31.478333,131.095,70,C,,amedastable+obsdl,88406,a0936,111201
a0937,鹿屋,カノヤ,鹿児島,31.391667,130.863333,63,C,,amedastable+obsdl,88442,a0937,111201
a0980,古仁屋,コニヤ,鹿児島,28.143333,129.315,2,C,,amedastable+obsdl,88901,a0980,111201
a1104,矢止岳,,鹿児島,,,,,,obsdl_only,,a1104,100000
a1136,田代,タシロ,鹿児島,36.463333,138.463333,1230,C,,amedastable+obsdl,42221,a1136,111201
a1139,伊仙,イセン,鹿児島,27.676667,128.973333,44,C,,amedastable+obsdl,88956,a1139,111201
a1146,輝北,キホク,鹿児島,31.588333,130.855,360,C,,amedastable+obsdl,88331,a1146,111201
a1149,大隅,オオスミ,鹿児島,31.58,131.005,170,C,,amedastable+obsdl,88341,a1149,100000
a1161,佐多,サタ,鹿児島,31.093333,130.69,27,C,,amedastable+obsdl,88551,a1161,100000
a1181,肝付前田,キモツキマエダ,鹿児島,31.34,130.938333,31,C,,amedastable+obsdl,88447,a1181,111201
a1277,与論島,ヨロンジマ：与論空港,鹿児島,27.043333,128.401667,14,C,,amedastable+obsdl,88986,a1277,111000
a1296,喜界島,キカイジマ：喜界空港,鹿児島,28.32,129.926667,5,C,,amedastable+obsdl,88851,a1296,111000
a1520,笠利,カサリ：奄美空港,鹿児島,28.43,129.711667,4,C,,amedastable+obsdl,88821,a1520,111000
a1540,中之島,ナカノシマ,鹿児島,29.84,129.866667,220,C,,amedastable+obsdl,88736,a1540,111201
a1542,天城,アマギ：徳之島空港,鹿児島,27.835,128.88,2,C,,amedastable+obsdl,88931,a1542,111000
a1647,宝島,タカラジマ,鹿児島,29.151667,129.201667,33,C,,amedastable+obsdl,88781,a1647,100000
a1654,諏訪之瀬島,スワノセジマ,鹿児島,29.61,129.705,111,C,,amedastable+obsdl,88756,a1654,100000
a1655,小宝島,コダカラジマ,鹿児島,29.225,129.328333,10,C,,amedastable+obsdl,88776,a1655,100000
a1658,平島,タイラジマ,鹿児島,29.683333,129.528333,97,C,,amedastable+obsdl,88746,a1658,100000
a1625,霧島牧園,,鹿児島,,,,,,obsdl_only,,a1625,100000
a0901,奥,オク,沖縄,26.835,128.271667,232,C,,amedastable+obsdl,91021,a0901,111201
a0902,与那覇岳,,沖縄,,,,,,obsdl_only,,a0902,100000
a0903,呉我山,,沖縄,,,,,,obsdl_only,,a0903,100000
s47940,名護,ナゴ,沖縄,26.593333,127.965,6,B,,amedastable+obsdl,91107,s47940,111111
a0905,名嘉真,,沖縄,,,,,,obsdl_only,,a0905,100000
a0906,読谷,ヨミタン,沖縄,26.406667,127.733333,90,C,,amedastable+obsdl,91121,a0906,100000
a0907,胡屋,ゴヤ,沖縄,26.326667,127.803333,105,C,,amedastable+obsdl,91161,a0907,100000
s47936,那覇,ナハ,沖縄,26.206667,127.686667,28,A,,amedastable+obsdl,91197,s47936,111111
a0909,糸数,イトカズ,沖縄,26.153333,127.765,186,C,,amedastable+obsdl,91241,a0909,111201
a1064,金武,,沖縄,,,,,,obsdl_only,,a1064,111100
s47918,石垣島,イシガキジマ,沖縄,24.336667,124.163333,6,A,,amedastable+obsdl,94081,s47918,111111
a1145,伊原間,イバルマ,沖縄,24.506667,124.28,11,C,,amedastable+obsdl,94001,a1145,111201
a1147,伊是名,イゼナ,沖縄,26.948333,127.94,14,C,,amedastable+obsdl,91011,a1147,111201
s47927,宮古島,ミヤコジマ,沖縄,24.793333,125.278333,39,A,,amedastable+obsdl,93041,s47927,111111
s47929,久米島,クメジマ,沖縄,26.336667,126.803333,5,B,,amedastable+obsdl,91146,s47929,111111
a1152,渡嘉敷,トカシキ,沖縄,26.21,127.363333,220,C,,amedastable+obsdl,91181,a1152,111201
a1246,伊良部,,沖縄,,,,,,obsdl_only,,a1246,111100
a1247,多良間,,沖縄,,,,,,obsdl_only,,a1247,111100
a1248,城辺,グスクベ,沖縄,24.743333,125.41,55,C,,amedastable+obsdl,93051,a1248,100000
a1250,川平,カビラ,沖縄,24.466667,124.14,7,C,,amedastable+obsdl,94036,a1250,100000
a1251,大原,オオハラ,沖縄,24.265,123.871667,33,C,,amedastable+obsdl,94101,a1251,111201
s47917,西表島,イリオモテジマ,沖縄,24.426667,123.765,10,B,,amedastable+obsdl,94062,s47917,111111
s47912,与那国島,ヨナグニジマ,沖縄,24.466667,123.01,30,B,,amedastable+obsdl,94017,s47912,111111
a1354,波照間,ハテルマ,沖縄,24.055,123.766667,38,C,,amedastable+obsdl,94116,a1354,111201
s47945,南大東（南大東島）,,沖縄,,,,,,obsdl_only,,s47945,111111
a1373,本部,モトブ,沖縄,26.685,127.898333,25,C,,amedastable+obsdl,91066,a1373,100000
a1374,東,ヒガシ,沖縄,26.631667,128.153333,24,C,,amedastable+obsdl,91081,a1374,100000
a1482,安次嶺,アシミネ：那覇空港,沖縄,26.193333,127.638333,3,C,,amedastable+obsdl,91236,a1482,111000
a1483,鏡原,カガミハラ：宮古空港,沖縄,24.781667,125.295,43,C,,amedastable+obsdl,93042,a1483,111000
a1484,真栄里,,沖縄,,,,,,obsdl_only,,a1484,111000
a1490,下地島,シモジシマ：下地島空港,沖縄,24.826667,125.143333,8,C,,amedastable+obsdl,93012,a1490,111000
a1491,仲筋,ナカスジ：多良間空港,沖縄,24.653333,124.675,10,C,,amedastable+obsdl,93062,a1491,111000
a1493,所野,トコロノ：与那国空港,沖縄,24.466667,122.978333,15,C,,amedastable+obsdl,94011,a1493,111000
a1494,志多阿原,,沖縄,,,,,,obsdl_only,,a1494,111000
a1515,粟国,アグニ,沖縄,26.591667,127.238333,14,C,,amedastable+obsdl,91096,a1515,111000
a1516,慶良間,,沖縄,,,,,,obsdl_only,,a1516,111000
a1517,北大東,キタダイトウ：北大東空港,沖縄,25.943333,131.326667,22,C,,amedastable+obsdl,92006,a1517,111000
a1518,旧東,キュウトウ：南大東空港,沖縄,25.846667,131.263333,48,C,,amedastable+obsdl,92012,a1518,111000
a1534,北原,キタハラ：久米島空港,沖縄,26.363333,126.713333,7,C,,amedastable+obsdl,91141,a1534,111000
a1586,国頭,クニガミ,沖縄,26.728333,128.178333,8,C,,amedastable+obsdl,91046,a1586,100000
a1596,宮城島,ミヤギジマ,沖縄,26.363333,127.971667,100,C,,amedastable+obsdl,91166,a1596,111201
a1639,盛山,モリヤマ：石垣空港,沖縄,24.395,124.245,31,C,,amedastable+obsdl,94086,a1639,111000
a1651,渡名喜,トナキ,沖縄,26.373333,127.141667,7,C,,amedastable+obsdl,91151,a1651,100000
s89532,昭和,,南極,,,,,,obsdl_only,,s89532,111111
amd:35116,金山,カネヤマ,,38.878333,140.331667,170,C,,amedastable_only,35116,,
amd:35426,山形,ヤマガタ,,38.255,140.345,153,A,,amedastable_only,35426,,
amd:36342,金山,カネヤマ,,37.473333,139.528333,296,C,,amedastable_only,36342,,
amd:36571,長沼,ナガヌマ,,37.288333,140.218333,317,C,,amedastable_only,36571,,
amd:36836,山田,ヤマダ,,36.933333,140.733333,25,C,,amedastable_only,36836,,
amd:40336,つくば,ツクバ,,36.056667,140.125,25,C,,amedastable_only,40336,,
amd:41166,奥日光,オクニッコウ,,36.738333,139.5,1292,B,,amedastable_only,41166,,
amd:42046,藤原,フジワラ,,36.863333,139.058333,700,C,,amedastable_only,42046,,
amd:51247,新城,シンシロ,,34.906667,137.518333,53,C,,amedastable_only,51247,,
amd:52406,金山,カナヤマ,,35.661667,137.16,233,C,,amedastable_only,52406,,
amd:52557,中津川,ナカツガワ,,35.476667,137.486667,378,C,,amedastable_only,52557,,
amd:54506,栃尾,トチオ,,37.478333,138.991667,61,C,,amedastable_only,54506,,
amd:54586,大潟,オオガタ,,37.225,138.325,13,C,,amedastable_only,54586,,
amd:54606,小国,オグニ,,37.291667,138.701667,83,C,,amedastable_only,54606,,
amd:54841,湯沢,ユザワ,,36.941667,138.81,340,C,,amedastable_only,54841,,
amd:55022,朝日,アサヒ,,36.936667,137.563333,43,C,,amedastable_only,55022,,
amd:57121,大野,オオノ,,35.971667,136.496667,182,C,,amedastable_only,57121,,
amd:60216,大津,オオツ,,34.991667,135.911667,86,C,,amedastable_only,60216,,
amd:61206,美山,ミヤマ,,35.275,135.55,200,C,,amedastable_only,61206,,
amd:62096,八尾,ヤオ：八尾空港,,34.596667,135.6,10,C,,amedastable_only,62096,,
amd:63251,一宮,イチノミヤ,,35.096667,134.585,195,C,,amedastable_only,63251,,
amd:65121,清水,シミズ,,34.086667,135.425,240,C,,amedastable_only,65121,,
amd:67136,八幡,ヤワタ,,34.708333,132.173333,774,C,,amedastable_only,67136,,
amd:67326,府中,フチュウ,,34.561667,133.231667,70,C,,amedastable_only,67326,,
amd:68091,鹿島,カシマ,,35.52,132.983333,3,C,,amedastable_only,68091,,
amd:68166,大東,ダイトウ,,35.318333,132.965,56,C,,amedastable_only,68166,,
amd:68401,瑞穂,ミズホ,,34.853333,132.53,327,C,,amedastable_only,68401,,
amd:69152,大山,ダイセン,,35.393333,133.536667,875,C,,amedastable_only,69152,,
amd:71066,池田,イケダ,,34.023333,133.795,214,C,,amedastable_only,71066,,
amd:72086,高松,タカマツ,,34.318333,134.053333,9,A,,amedastable_only,72086,,
amd:73071,玉川,タマガワ,,34.018333,132.94,67,C,,amedastable_only,73071,,
amd:73256,長浜,ナガハマ,,33.616667,132.48,4,C,,amedastable_only,73256,,
amd:74516,清水,シミズ,,32.721667,133.01,31,B,,amedastable_only,74516,,
amd:81228,鹿野,カノ,,34.225,131.815,368,C,,amedastable_only,81228,,
amd:81266,豊田,トヨタ,,34.186667,131.076667,40,C,,amedastable_only,81266,,
